surveyVersion,timestamp,q1a1,q1a2,q1a3,q1a4,q1a5,q2a1,q2a2,q2a3,q2a4,q3a1,q3a2,q3a3,q3a4,q3a5,q4a1,q4a2,q4a3,q4a4,q4a5,q5a1,q5a2,q5a3,q5a4,q5a5,q6a1,q6a2,q6a3,q6a4,q6a5,q7a1,q7a2,q7a3,q7a4,q8a1,q8a2,q8a3,q8a4,q8a5,q9a1,q9a2,q9a3,q9a4,q9a5,q9a6,q10a1,q10a2,q10a3,q10a4,q10a5,q11a1,q11a2,q11a3,q11a4,q11a5,q12a1,q12a2,q12a3,q12a4,q12a5,q13a1,q13a2,q13a3,q13a4,q14a1,q14a2,q14a3,q14a4,q15a1,q15a2,q15a3,q15a4,q15a5,q15a6,q16a1,q16a2,q16a3,q17a1
timestamp,Fri Dec 18 2015 14:58:45 GMT-0500 (EST),,,,q1a4,,,,q2a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
